observation_id,example_idx,concept_index,raw_ce,adjusted_ce
1,0,1,0.01495577705403166,0.01621048339496537
2,0,2,0.01712881245960791,0.01685973287434096
3,0,3,0.02071772733082371,0.02224677326795232
4,0,4,-1.9203175907029e-4,1.8328951999291212e-5
5,0,5,0.0052907145873178,0.00550107529838739
6,0,6,5.600334770861082e-5,5.600334770861082e-5
7,0,7,0.0038110380992293,0.0038110380992293
8,0,8,0.0235781073570251,0.0235781073570251
9,0,9,0.0229347012937068,0.0229347012937068
10,0,10,4.122314203414135e-5,4.122314203414135e-5
11,0,11,4.277706102584489e-5,4.277706102584489e-5
12,5,1,0.00372379979429143,-9.9173653281338e-4
13,5,2,0.02230339889259383,0.02064114695968487
14,5,3,0.02191716451973963,0.02097324171879941
15,5,4,0.0244248412491288,0.02496595409281334
16,5,5,0.0016337376146111,0.00217485045829564
17,5,6,5.619932780973e-4,5.619932780973e-4
18,5,7,5.5014163081068546e-5,5.5014163081068546e-5
19,5,8,0.0238731540739536,0.0238731540739536
20,5,9,3.995438237325288e-5,3.995438237325288e-5
21,5,10,3.895540794474073e-5,3.895540794474073e-5
22,9,1,5.4306282739463e-4,6.5599514536307e-4
23,9,2,5.6389302092913e-4,5.7520966237932e-4
24,9,3,5.0275547740363e-4,5.7371619424645e-4
25,9,4,9.0698568965304e-4,0.00107742564430804
26,9,5,0.00304214379866604,0.00321258375332104
27,9,6,5.316677925293334e-5,5.316677925293334e-5
28,9,7,6.669754657195881e-5,6.669754657195881e-5
29,9,8,5.890190732316114e-5,5.890190732316114e-5
30,9,9,4.539612200460397e-5,4.539612200460397e-5
31,9,10,4.205170625937171e-5,4.205170625937171e-5
32,161,1,0.06612505184602921,0.05639794322690941
33,161,2,0.04963278563809581,0.04468267405916987
34,161,3,0.02892497213906608,0.0325258318405071
35,161,4,0.0101269186416175,0.01559326799071805
36,161,5,8.6974244914015e-4,5.6976191234516e-4
37,161,6,8.6427156929855e-4,5.6429103250356e-4
38,161,7,4.868725955020636e-5,4.868725955020636e-5
39,161,8,0.0221548359841108,0.0221548359841108
40,161,9,4.127009378862567e-5,4.127009378862567e-5
41,161,10,7.821085164323e-4,7.821085164323e-4
42,224,1,7.2062110605956e-4,-0.00286629412380393
43,224,2,0.01869415749873345,0.01590015988726191
44,224,3,0.01629264134680851,0.01269077396705739
45,224,4,0.01681830898936216,0.01348591912836532
46,224,5,0.0153273373531798,0.01509175770664934
47,224,6,0.01569860413049654,0.01564660374106468
48,224,7,0.01354701956734061,0.012742186751184
49,224,8,0.01455002231523394,0.01512656668868628
50,224,9,3.423611633479595e-5,3.423611633479595e-5
51,224,10,2.973302616737783e-5,2.973302616737783e-5
52,224,11,3.559991091606207e-5,3.559991091606207e-5
53,224,12,0.018742399290204,0.018742399290204
54,263,1,3.575409549133e-4,3.5204929754843e-4
55,263,2,0.00168256206961812,0.00153814292897446
56,263,3,6.3758190663064e-4,2.8600125575259e-4
57,263,4,8.4362762572707e-4,6.5244299055996e-4
58,263,5,0.01720502547201854,0.01789770155607223
59,263,6,3.4565375244710594e-5,3.4565375244710594e-5
60,263,7,3.929109880118631e-5,3.929109880118631e-5
61,263,8,3.2010771974455565e-5,3.2010771974455565e-5
62,263,9,3.4001968742813915e-5,3.4001968742813915e-5
63,263,10,4.463723234948702e-5,4.463723234948702e-5
64,267,1,0.02418447539639599,0.02358599559204325
65,267,2,6.4410198986778e-4,0.00115928755332025
66,267,3,2.7380238134355e-4,4.7931818394062e-4
67,267,4,5.2238159029606e-4,8.2402163454937e-4
68,267,5,0.02656017015033276,0.02459721098496757
69,267,6,-2.1270619981807e-4,-0.00217566536518326
70,267,7,0.1363207399845123,0.1363207399845123
71,267,8,0.0031942562200129,0.0031942562200129
72,267,9,0.0256145671010017,0.0256145671010017
73,267,10,4.284395618014969e-5,4.284395618014969e-5
74,267,11,3.4824512113118544e-5,3.4824512113118544e-5
75,295,1,3.3045786646348e-4,2.4791055762066e-4
76,295,2,3.8185089457933e-4,3.639664848546e-4
77,295,3,3.4363769615688e-4,4.2256936507892e-4
78,295,4,0.0027809215243906,0.00244492121940946
79,295,5,0.0047940041404217,0.00445800383544056
80,295,6,0.0133816134184598,0.0133816134184598
81,295,7,2.430056883895304e-5,2.430056883895304e-5
82,295,8,2.8188933356432244e-5,2.8188933356432244e-5
83,295,9,3.339951581438072e-5,3.339951581438072e-5
84,295,10,3.214124808437191e-5,3.214124808437191e-5
85,295,11,0.0016166924033313,0.0016166924033313
86,295,12,0.0016492379363626,0.0016492379363626
87,295,13,0.0015348234446719,0.0015348234446719
88,295,14,4.588697629515e-4,4.588697629515e-4
89,295,15,4.558367945719e-4,4.558367945719e-4
90,295,16,0.0142831914126873,0.0142831914126873
91,351,1,-4.16155802061463e-5,-5.1005319904919026e-5
92,351,2,3.3730703853503e-4,3.7028743597382e-4
93,351,3,3.4331621312352e-4,3.3072138948115e-4
94,351,4,3.4232843881908e-4,4.2596148945611e-4
95,351,5,3.492027553875232e-5,3.139966340376523e-5
96,351,6,3.160347023367649e-5,2.80828580986894e-5
97,351,7,0.001351064449409,0.00141357267730137
98,351,8,6.5564186661499e-4,7.1815009450737e-4
99,351,9,0.0260194260627031,0.0260194260627031
100,351,10,0.031373992562294,0.031373992562294
101,351,11,4.2202173062833026e-5,4.2202173062833026e-5
102,351,12,2.678993041627109e-5,2.678993041627109e-5
103,351,13,2.7257779947831295e-5,2.7257779947831295e-5
104,351,14,3.109052704530768e-5,3.109052704530768e-5
105,356,1,0.02460042480379342,0.01432471472785359
106,356,2,0.02381190999100605,0.01616794642439083
107,356,3,0.02312672914316252,0.01836984620954526
108,356,4,0.02048430871218438,0.01009400824576583
109,356,5,0.01852093730121845,0.01839616785425624
110,356,6,0.02070637699216605,0.02058160754520384
111,356,7,5.521131242858246e-5,5.521131242858246e-5
112,356,8,5.686067379429005e-5,5.686067379429005e-5
113,356,9,6.06135057751e-4,6.06135057751e-4
114,356,10,6.875323597341e-4,6.875323597341e-4
115,356,11,0.0264424253255128,0.0264424253255128
116,356,12,4.4848617108073086e-5,4.4848617108073086e-5
117,356,13,3.9459922845708206e-5,3.9459922845708206e-5
118,391,1,-0.0022814562156176,-0.00389256536254799
119,391,2,0.02522723514509074,0.030134060695805
120,391,3,0.00988824058246485,0.01532782542735672
121,391,4,6.241865776246414e-5,6.241865776246414e-5
122,391,5,5.183114262763411e-5,5.183114262763411e-5
123,391,6,4.261386129655875e-5,4.261386129655875e-5
124,391,7,0.0019252181518822,0.0019252181518822
125,432,1,0.01917669891069328,0.01991350360573406
126,432,2,0.01661387054870523,0.01702252476003437
127,432,3,0.01855239706734818,0.01754526346771213
128,432,4,6.435017166953505e-5,8.157947387394114e-5
129,432,5,4.5396093446466e-4,4.7119023666907e-4
130,432,6,4.0682731196284294e-5,4.0682731196284294e-5
131,432,7,4.069497299497016e-5,4.069497299497016e-5
132,432,8,0.0463283322751522,0.0463283322751522
