observation_id,example_idx,concept_index,raw_ce,adjusted_ce
1,0,1,0.09175384417176244,0.13989425634208025
2,0,2,0.02083344385027885,0.06897385602059664
3,0,3,0.1584812998771667,0.1584812998771667
4,0,4,0.0354567132890224,0.0354567132890224
5,0,5,0.0327450670301914,0.0327450670301914
6,1,1,0.5731329619884491,0.7539795674079963
7,1,2,-0.01862171292304992,0.16222489249649724
8,1,3,0.0995057895779609,0.0995057895779609
9,1,4,0.1076463684439659,0.1076463684439659
10,2,1,0.40626299381256104,0.6886249781922649
11,2,2,0.2952541708946228,0.5776161552743266
12,2,3,0.106851115822792,0.106851115822792
13,2,4,0.1013049185276031,0.1013049185276031
14,3,1,0.0481293238699436,0.09638763122904394
15,3,2,0.0376572422683239,0.08591554962742425
16,3,3,0.1260231584310531,0.1260231584310531
17,3,4,0.0196812786161899,0.0196812786161899
18,4,1,0.20993930846452707,0.24094761292332484
19,4,2,0.07260369509458539,0.10361199955338311
20,4,3,0.5966706871986389,0.5966706871986389
21,4,4,0.0419436804950237,0.0419436804950237
22,5,1,0.0113926092162728,0.01299072275701615
23,5,2,0.05015014018863439,0.05174825372937776
24,5,3,0.0191323831677436,0.0191323831677436
25,5,4,0.0107786012813448,0.0107786012813448
26,5,5,0.00103489193134,0.00103489193134
27,6,1,0.35903997626155615,0.35903997626155615
28,6,2,-0.0816664518788457,-0.0816664518788457
29,6,3,0.0183464288711547,0.0183464288711547
30,6,4,0.017836857587099,0.017836857587099
31,6,5,0.0068142367526888,0.0068142367526888
32,7,1,0.05230637826025484,0.05322911032729619
33,7,2,0.01529059372842304,0.01621332579546439
34,7,3,0.12236410658806564,0.13626342711747833
35,7,4,-0.00429038237780334,0.00960893815160932
36,8,1,0.03748471103608609,0.02159251229116126
37,8,2,0.0332338977605104,0.01734169901558556
38,8,3,-0.0584632270038128,-0.23024749651709725
39,8,4,0.2150304950773716,0.262022754481174
40,8,5,-0.00752568989992144,0.11726632020956064
41,9,1,0.01750585716217755,0.05545658387757696
42,9,2,0.05204927641898395,0.09000000313438336
43,9,3,0.00617320532910522,0.00617320532910522
44,9,4,0.01147146127186712,0.01147146127186712
45,10,1,0.0403532944619655,0.06919156402528256
46,10,2,0.07777741923928261,0.10661568880259968
47,10,3,0.0203177388757467,0.0203177388757467
48,10,4,0.0198134835809469,0.0198134835809469
49,11,1,0.09487851522862913,0.16316215276312096
50,11,2,0.0340268556028604,0.10231049313735226
51,11,3,0.0193757768720388,0.0193757768720388
52,11,4,0.0171535797417163,0.0171535797417163
53,11,5,0.0200076401233673,0.0200076401233673
54,12,1,0.08257183432579035,0.19497366004668704
55,12,2,0.3869739770889282,0.49937580280982496
56,12,3,0.0678493976593017,0.0678493976593017
57,12,4,0.7758262157440186,0.7758262157440186
58,12,5,0.0259058941155672,0.0259058941155672
59,13,1,-0.03754080738872294,-0.03754080738872294
60,13,2,0.15487960446625945,0.15487960446625945
61,13,3,0.0214994065463542,0.0214994065463542
62,13,4,0.2395144402980804,0.2395144402980804
63,14,1,0.05726629123091695,0.12142270246368309
