observation_id,example_idx,concept_index,raw_ce,adjusted_ce
1,0,1,0.4292302653193474,0.4489845243090489
2,0,2,-0.2198843136429787,-0.20013005465327724
3,0,3,0.1024729385972023,0.1024729385972023
4,0,4,0.017309172078967,0.017309172078967
5,0,5,6.631222204305e-4,6.631222204305e-4
6,1,1,0.7832093182951212,0.7111985339839297
7,1,2,0.01682442985475058,-0.05518635445644092
8,1,3,0.1011143252253532,0.1011143252253532
9,1,4,0.1080782413482666,0.1080782413482666
10,2,1,0.01975277625024316,0.44368807868098303
11,2,2,0.6569710019975901,1.0809063044283298
12,2,3,0.1001706421375274,0.1001706421375274
13,2,4,0.1119927242398262,0.1119927242398262
14,3,1,0.0511665735393763,0.06359988812292225
15,3,2,0.0450475867837667,0.05748090136731264
16,3,3,3.767277230508e-4,3.767277230508e-4
17,3,4,3.669766301754e-4,3.669766301754e-4
18,4,1,0.09891095012426376,0.10704373266157584
19,4,2,0.03778748959302895,0.04592027213034105
20,4,3,0.0645182654261589,0.0645182654261589
21,4,4,3.289151936769e-4,3.289151936769e-4
22,5,1,0.00102793797850609,0.01332575432987715
23,5,2,0.3479892946779728,0.36028711102934385
24,5,3,5.534822703339e-4,5.534822703339e-4
25,5,4,0.0057797655463218,0.0057797655463218
26,5,5,0.0068410574458539,0.0068410574458539
27,6,1,0.07150728628039354,0.04328415941805948
28,6,2,0.03841647878289225,0.01019335192055818
29,6,3,3.129179531242e-4,3.129179531242e-4
30,6,4,2.937667304649e-4,2.937667304649e-4
31,6,5,0.0375964902341365,0.0375964902341365
32,7,1,0.07805726623337254,0.07919075452867977
33,7,2,-0.00577467626135334,-0.00464118796604613
34,7,3,0.02608575392514465,-0.01954512559417116
35,7,4,0.13580359052866692,0.09017271100935112
36,8,1,0.1343476251931861,0.14156448825449014
37,8,2,-0.0107347221346572,-0.00351785907335315
38,8,3,0.2256724387407302,0.2256724387407302
39,8,4,0.0738523304462432,0.0738523304462432
40,8,5,5.611742963083e-4,5.611742963083e-4
41,9,1,0.0637961803004145,0.08515344819418708
42,9,2,0.0098134921863675,0.03117076008014007
43,9,3,3.491221868898e-4,3.491221868898e-4
44,9,4,0.0359760150313377,0.0359760150313377
