observation_id,example_idx,concept_index,raw_ce,adjusted_ce
1,0,1,0.01412813827482747,0.01481807921217951
2,0,2,0.01460300537534444,0.01516484528364949
3,0,3,0.00961161401210117,0.01055951545436714
4,0,4,-3.7762387607169e-4,0.0015296881498227
5,0,5,0.00177984248148275,0.00145388861078451
6,0,6,0.00147066538920625,0.00114471151850801
7,0,7,0.00183129409560935,0.00155655660135178
8,0,8,0.00225113047054035,0.00197639297628278
9,0,9,0.00201895260397574,0.00190591560298218
10,0,10,3.6199404712534e-4,2.4895704613178e-4
11,0,11,0.0053659463301301,0.0053659463301301
12,0,12,0.0053154220804572,0.0053154220804572
13,0,13,3.958728048019e-4,3.958728048019e-4
14,0,14,0.0017917993245646,0.0017917993245646
15,0,15,0.0018151687690988,0.0018151687690988
16,0,16,0.0015975586138665,0.0015975586138665
17,5,1,0.0123969377018511,0.01270009488865474
18,5,2,7.9545890912409e-4,0.00109861609592774
19,5,3,0.0185003461083397,0.02063542221370083
20,5,4,4.084652755409989e-5,0.00217592263291523
21,5,5,3.60578414984e-4,3.60578414984e-4
22,5,6,0.0154978055506944,0.0154978055506944
23,5,7,7.5333833228795e-4,0.00106221430019293
24,5,8,0.00130867969710375,0.00161755566500873
25,5,9,0.0049473498947918,0.0049473498947918
26,5,10,6.827397737652e-4,6.827397737652e-4
27,5,11,7.302812882699e-4,7.302812882699e-4
28,5,12,3.069009981118e-4,3.069009981118e-4
29,5,13,0.0062741483561694,0.0062741483561694
30,5,14,2.399702934781e-4,2.399702934781e-4
31,5,15,0.0106668742373585,0.0106668742373585
32,9,1,0.00492625919287095,0.00826855101657209
33,9,2,0.00968462305415108,0.01162594136513467
34,9,3,0.00632314414057569,0.00954632414630494
35,9,4,0.02053469822082356,0.02686291802172032
36,9,5,0.0092424163594841,0.0092424163594841
37,9,6,0.0042849429883062,0.0042849429883062
38,9,7,0.004756873473525,0.004756873473525
39,9,8,3.821369027718e-4,3.821369027718e-4
40,9,9,6.127785891294e-4,6.127785891294e-4
41,9,10,2.830568701028e-4,2.830568701028e-4
42,9,11,0.0016798321157693,0.0016798321157693
43,9,12,0.0710961371660232,0.0710961371660232
44,161,1,0.00206084717501651,0.0028565554567476
45,161,2,-1.2221028009666e-4,-5.9474170013747e-4
